actor,paragraph,date
Advokatforeningen,"Advokatforeningens høringsarbeid er organisert i 27 lovutvalg og 13 faste utvalg, oppdelt etter særskilte rettsområder og rettslige interesseområder. Om lag hundre høringsuttalelser utarbeides av Advokatforeningens tillitsvalgte advokater hvert år.",28.02.2024
Advokatforeningen,"Alle våre høringsuttalelser er forfattet av advokater med ekspertise innenfor det rettsområdet som lovforslaget gjelder. En ekspertise som ikke er hentet kun fra juridisk teori, men fra advokatenes praktiske erfaring med å bistå sine klienter – i den norske rettsstatens hverdag. Denne høringsuttalelsen er skrevet ut fra Advokatforeningens ønske om å bidra til gode lovgivningsprosesser, og gode lover.",28.02.2024
Advokatforeningen,Det vises til høringsbrev av 31. oktober fra Klima- og miljødepartementet med høringsfrist 28. februar 2024.,28.02.2024
Advokatforeningen,"Denne høringsuttalelsen er utarbeidet av Advokatforeningens lovutvalg for miljø, klima og bærekraft. Lovutvalget består av Arne Oftedal (leder), Einar Bratteng, Cathrine Hambro, Liv Monica Stubholt, Camilla Meland Madsen, Lars Ole Sikkeland og Tina Storsletten Nordstrøm.",28.02.2024
Advokatforeningen,"Mandatet for Klimautvalget 2050 er å vise hvordan Norge kan nå målet om å bli et lavutslippssamfunn med netto null utslipp i 2050 (NOU 2023:25 på s. 12). Klimamålet for 2050 er nedfelt i klimaloven – lov om klimamål av 16. juni 2017 – som ble vedtatt med støtte fra nesten alle partiene i Stortinget i forlengelsen av det såkalte ""klimaforliket"" i Stortinget fra 2012, jf. Prop.77L (2016-2017).",28.02.2024
Advokatforeningen,Klimamålene som er nedfelt i klimalovens § 3 er at «klimagassutslippene i 2030 reduseres med minst 55 prosent fra utslippsnivået i referanseåret 1990»[1] og i § 4 at «klimagassutslippene i 2050 reduseres i størrelsesorden 90 til 95 prosent fra utslippsnivået i referanseåret 1990.» Klimaloven speiler i disse bestemmelsene Parisavtalens artikler 3 og 4.,28.02.2024
Advokatforeningen,"Klimamålene for 2030 og 2050 er politiske målsetninger. Samtidig «forplikter [de] beslutningstakerne på det øverste beslutningsnivået i det norske samfunnet, regjering og storting…» (Prop. 77 L (2016-2017) s. 6). Loven inneholder samtidig bestemmelser om at regjeringen årlig rapporterer til Stortinget på måloppnåelsen. Dette skjer blant annet gjennom vedlegg 1 til statsbudsjettet (Klimastatus- og plan eller «Grønn bok»).",28.02.2024
Advokatforeningen,Grønn bok fra 2023 (pkt. 1.2.3) fremhever hvordan naturen er avgjørende for å oppnå klimamålene:,28.02.2024
Advokatforeningen,"Eit lågutsleppssamfunn er eit samfunn der vekst og utvikling skjer innanfor tolegrensene til naturen. Ny industri, kraftproduksjon og omstillinga av fleire sektorar krev areal og påverkar naturen. Det same gjer fleire klimatiltak. Dersom naturen blir bygd ned eller omdanna for å gje plass til andre formål, eller blir brukt slik at tilstanden blir ringare, gjev det tap av natur, utslepp av klimagassar og reduserer moglegheita for framtidig opptak av klimagassar. Dette vil isolert sett gje auka utslepp. Å bevare økosystem er difor viktig for ei klimarobust utvikling og ein sentral føresetnad for omstillinga.",28.02.2024
Advokatforeningen,"En reduksjon på 90-95 % av Norges klimagassutslipp vil kreve grunnleggende endringer i samfunnet som får direkte betydning for individer, næringsliv og offentlig virksomhet.",28.02.2024
Advokatforeningen,Mange av de konkrete tiltakene og virkemidlene for å nå klimamålet for 2050 som utvalget foreslår representerer politiske valg som det ikke er naturlig for Advokatforeningen å uttale seg om.,28.02.2024
Advokatforeningen,"Advokatforeningen er en politisk uavhengig profesjons- og interesseorganisasjon som er opptatt av grunnleggende rettsstats- og rettssikkerhetsprinsipper, vern av demokratiet samt menneskerettigheter. Store og raske samfunnsendringer vil i mange tilfeller kunne føre til press mot disse grunnleggende verdiene. Dette gjelder enten det er tale om fysiske, klima- og miljømessige eller rene samfunnsmessige endringer. Dette gir en betydelig berøringsflate mot Advokatforeningens nedslagsfelt, og det er utgangspunktet for denne høringsuttalelsen.",28.02.2024
Advokatforeningen,Utvalget åpner NOU 2023:25 med å slå fast at det er et «stort misforhold mellom de uttalte ambisjonene i klimapolitikken» på den ene siden «og vedtatte tiltak og virkemidler» på den andre (s. 13). Utvalget påpeker at Norges utslipp ila. de 31 årene fra 1990 til 2021 ble redusert med under 5 % mens klimamålene krever at vi ila. de neste 30 årene skal redusere tilsvarende 85-90 % (s. 29). Advokatforeningen legger til at klimamålet for 2030 vil kreve en reduksjon ila. de neste 6 årene på om lag 50 %.,28.02.2024
Advokatforeningen,"Jo nærmere vi kommer 2030 og 2050 uten drastisk endring i utslippstallene, desto mindre sannsynlig vil det være at målene nås. Å vurdere realismen i klimamålene er ikke en del av klimautvalgets mandat, men det peker likevel på at kun de mest optimistiske forutsetningene for de foreslåtte tiltakene bringer oss i mål - kanskje. Utvalget skriver (s. 41):",28.02.2024
Advokatforeningen,"Den tekniske analysen viser at det er svært krevende å redusere utslippene med 90-95 prosent sammenlignet med 1990 med uendret aktivitetsnivå. Selv med de optimistiske forutsetningene som er lagt til grunn, reduseres utslippene bare så vidt i det omfang som er nødvendig. Resultatet er helt i øvre sjikt av utslippsintervallet på mellom 2,5 og 5 millioner tonn CO2-ekvivalenter. Dette betyr at endring i nivået på aktiviteter som gir utslipp er nødvendig for å nå målet.",28.02.2024
Advokatforeningen,"Advokatforeningen mener det på generelt grunnlag er uheldig dersom lovbestemte mål ikke oppnås. Det gjelder selv hvor målene er politiske, slik som her. Foreningen mener dette på sikt kan føre til svekket tillit til lovverket.",28.02.2024
Advokatforeningen,Advokatforeningen etterlyser en diskusjon omkring Norges gjeldende klimamål og muligheten for å nå disse. Det bemerkes at skjerpingen av målet for 2030 i 2023 (jf. fotnote 1) synes å være vedtatt uten noen omfattende diskusjon om muligheten for å nå målene. Dette handler om å holde det politiske systemet til ansvar for politiske lovnader og ærlig kommunikasjon med velgerne. Advokatforeningen påpeker at det er grunnleggende for et velfungerende demokrati at befolkningen har tillitt til de som styrer og de beslutningene som tas. Manglende gjennomføring av lovbestemte ambisjoner kan føre til svekkelse av denne tillitten.,28.02.2024
Advokatforeningen,"En diskusjon bør også inkludere grunnleggende forutsetninger som utvalget selv peker på, herunder aktivitetsnivået i økonomien, endring av adferd/forbruksmønster samt prisen på energi som kan ha negativ effekt på muligheten for å oppnå andre miljøpolitiske ambisjoner, jf. nedenfor.",28.02.2024
Advokatforeningen,"Utvalget viser til det internasjonale klimapanelets (IPCC) beskrivelse av de langsiktige konsekvensene av at klimagassutslippene ikke reduseres. Dette inkluderer «dårligere tilgang til mat og vann, dårligere fysisk og mental helse, humanitære katastrofer, tap av naturmangfold og utryddelse av arter, skader på natur, infrastruktur og bygninger, og tap av liv» (s. 22). Advokatforeningen oppfatter at det er stor grad av enighet blant fagfolk om at det som beskrives i IPCC-rapportene representerer reelle risiki selv om det er vanskelig å gi en nøyaktig beskrivelse av akkurat hvor, når og graden av negativ virkning.",28.02.2024
Advokatforeningen,"Advokatforeningen påpeker at IPCCs beregninger viser at det er svært stor forskjell mellom ulike land på hvor store de økonomiske konsekvensene av klimaendringene forventes å være. Advokatforeningen mener det er en svakhet ved Klimautvalgets rapport at det ikke er gjennomført kost-/nytteanalyser eller vurderinger som synliggjør kostnadene ved anbefalingene i rapporten sammenlignet med ett «ikke-handlingsscenario» – holdt opp mot de forventede økonomiske konsekvensene av antesiperte klimaendringer for det norske samfunnet, jf. nedenfor.",28.02.2024
Advokatforeningen,"Klimautvalget peker i sin rapport på en rekke tiltak og virkemidler som kan bidra til å oppfylle klimamålet for 2050. Advokatforeningen oppfatter at de fleste av tiltakene har vært diskutert både i politiske og andre sammenhenger i lang tid. Utfordringen med å nå klimamålet for 2050 ligger ikke i manglende kunnskap om hvordan klimagasser kan kuttes. Utfordringen ligger i det å faktisk ta beslutningene som får det til å skje, og hva konsekvensen i så fall vil være for det norske samfunnet.",28.02.2024
Advokatforeningen,"Klimautvalget påpeker at mange av beslutningene som kreves for å oppnå klimamålene vil være upopulære og vanskelig for mange å akseptere. Advokatforeningen er bekymret for at upopulære beslutninger og politiske prioriteringer som anses nødvendige utsettes, noe som kan komme i konflikt med statens sikringsplikt i Grunnlovens § 112 tredje ledd.",28.02.2024
Advokatforeningen,Konsekvensene av klimaendringer forventes å øke jo lenger tid som går. Advokatforeningen understreker videre at det bør etableres langsiktige politiske føringer om retningen i omstillingen som velges for å nå klimamålene.,28.02.2024
Advokatforeningen,"Samtidig som det kreves politisk besluttsomhet for å drive omstillingen, er Advokatforeningen opptatt av at tøffe politiske prioriteringer må forankres bredt. Manglende forankring over tid kan føre til demokratiunderskudd og svekkelse av tillitten til det politiske systemet. Derfor er det avgjørende med brede diskusjoner hvor alle involverte får anledning til å bli hørt. Kun slik kan det skapes legitimitet for tiltak av stor betydning for mange.",28.02.2024
Advokatforeningen,"Klimautvalget peker en rekke steder på behovet for «forbud og påbud» uten at det skisseres i noen særlig grad hva dette skal gå ut på. Forbud og påbud som det er flertall for på Stortinget kan lovfestes, men juridiske virkemidler vil ikke i seg selv kunne bygge bro over konflikter som bunner i manglende forståelse for nødvendigheten av de tiltak som gjennomføres for å sikre måloppnåelse.",28.02.2024
Advokatforeningen,"For «å få folk med på reisen» er reell kunnskap og enkel kommunikasjon avgjørende. Advokatforeningen oppfatter at det fortsatt er bred politisk enighet om klimamålene og vil understreke betydningen av at dette utgangspunktet tydeliggjøres. Videre bør det sikres stor grad av politisk enighet om de mest inngripende av de tiltakene som politikken velger, og at disse er nødvendige. Dette er et tungt og grunnleggende ansvar for politikken, knyttet til veivalgene som skisseres i NOU 2023:25.",28.02.2024
Advokatforeningen,Naturen selv er den beste motoren for å motvirke klimagassutslipp og forebygge klimaendringer. Norge har også påtatt seg forpliktelser knyttet til bevaring og restaurering av både hav- og landområder gjennom signeringen av naturavtalen i desember 2022.,28.02.2024
Advokatforeningen,"Menneskeskapte behov (som f.eks. arbeidsplasser, boliger eller annen privat eller offentlig økonomisk virksomhet) fører i mange tilfeller til et tap av naturverdier. Naturen er en begrenset ressurs og ethvert tiltak som påvirker naturen negativt vil tære på denne ressursen. Den samlede effekten av menneskelige tiltak representerer en stadig reduksjon av naturens kapasitet til å motvirke klimaendringene.",28.02.2024
Advokatforeningen,Flere medier har i den siste tiden pekt på at norske myndigheter mangler en samlet oversikt over hvilke naturverdier som går tapt som følge av menneskelige aktiviteter og inngrep. Slik informasjon er en forutsetning for forsvarlig forvaltning over tid av landets samlede naturressurser. Det er også et grunnleggende demokratisk problem dersom kunnskap om effekten av samlede inngrep i naturen ikke er tilgjengelig for norske borgere. Det kan her vises til Grunnloven § 112 andre ledd som gir norske borgere rett til «kunnskap om naturmiljøets tilstand og om virkningene av planlagte og iverksatte inngrep i naturen».,28.02.2024
Advokatforeningen,"Advokatforeningen påpeker at klimapolitikken står i et spenningsforhold til andre miljøpolitiske områder slik som politiske ambisjoner om en sirkulær økonomi og naturvern. Sentrale elementer i klimapolitikken er å sikre høye energipriser for blant annet å utløse energisparende tiltak og redusere bruken av fossile energikilder, kombinert med en satsing på fornybar energi.",28.02.2024
Advokatforeningen,"Advokatforeningen påpeker at høye energipriser gjør det mindre lønnsomt å resirkulere avfall og mer lønnsomt å forbrenne avfall til energiutnyttelse. Økte forbrenningsavgifter motvirker dette kun delvis, og motiverer til eksport av avfall til land med lavere forbrenningsavgift. Poenget er at en «fremoverlent» klimapolitikk i mange tilfeller gjør det vanskeligere å nå andre miljøpolitiske mål. I samme stilling står forholdet til vern og forvaltning av natur. En storstilt satsing på fornybar energi i form av vind- og solkraft vil være svært arealintensivt og vil kunne kreve store naturarealer og vil i tillegg gi et stort behov for økt tilgang til mineraler og metaller som igjen vil gi betydelige naturtap. Sistnevnte er aktualisert ved EUs forordning om kritiske råvarer som blant annet varsler en storstilt satsing på europeisk mineral- og gruveindustri. Advokatforeningen påpeker at det i lys av Grunnlovens § 112 må sikres en balanse mellom klima-, natur- og ressurseffektivitetshensyn når disse hensynene ikke trekker i samme retning, jf. ovenfor.",28.02.2024
Advokatforeningen,Advokatforeningen mener at norske myndigheter må intensivere og prioritere arbeidet med å få helhetlig oversikt over forvaltningen av norske areal- og naturressurser.,28.02.2024
Advokatforeningen,Advokatforeningen mener videre at rettsvernet for natur (inkludert landbruksjord) må styrkes ved at kostnaden ved naturtap i større grad hensyntas og synliggjøres ved menneskelige inngrep og tiltak.,28.02.2024
Advokatforeningen,Advokatforeningen forventer at norske myndigheter aktivt følger opp naturavtalen og ser i denne sammenhengen frem til både ny havmiljølov og fremleggelsen av naturmeldingen som er annonsert høsten 2024.,28.02.2024
Advokatforeningen,"Advokatforeningen imøteser klimautvalgets rapport om veivalg for å nå Norges klimamål for 2050. Rapporten peker på betydningen av å nå målene samtidig som den viser hvor krevende dette er. Målet er fastsatt, men veien dit må i stor grad baseres på vanskelige politiske prioriteringer. Det hviler et stort og felles ansvar på dagens politikere for å følge opp klimaforliket fra 2012 med gjennomføring av praktisk politikk som faktisk bringer Norge nærmere målet. Advokatforeningen oppfordrer regjeringen til å følge opp utvalgets rapport med en bred politisk debatt med sikte på å gjøre felles ambisjoner om til konkret handling.",28.02.2024
Advokatforeningen,Vennlig hilsen,28.02.2024
Advokatforeningen,Jon Wessel-Aas leder,28.02.2024
Advokatforeningen,Merete Smith generalsekretær,28.02.2024
Advokatforeningen,[1] Ved lovvedtak av 15. desember 2023 nr. 90 ble ordlyden skjerpet ved at reduksjonskravet ble øket fra 50% til 55%. Bestemmelsen lød tidligere «Målet skal være at klimagassutslippene i 2030 reduseres med minst 50 og opp mot 55 prosent fra utslippsnivået i referanseåret 1990.»,28.02.2024
Agder fylkeskommune,Agder fylkeskommunes høringssvar til NOU 2023: Omstilling til lavutslipp - Veivalg for klimapolitikken mot 2050,27.02.2024
Agder fylkeskommune,"Saken skal til endelig politisk behandling i fylkestinget 7. - 8. mai 2024. Følgende er innstilling til fylkesutvalget fra Hovedutvalg for næring, klima og miljø 18. januar 2024. Endelig vedtak ettersendes i mai.",27.02.2024
Agder fylkeskommune,"Forslag til vedtak i Hovedutvalg for næring, kultur og miljø i møte 18. januar 2024 sak 8/24:",27.02.2024
Akademikerne,Akademikerne viser til brev av 31. oktober 2023 om NOU 2023:50 Omstilling til lavutslipp - veivalg for klimapolitikken mot 2050.,05.02.2024
Akademikerne,"Utvalget har levert en grundig utredning med mange viktige og gode forslag og anbefalinger. Rapporten favner bredt og gir et godt faglig grunnlag for videre utvikling av norsk klimapolitikk. Akademikerne støtter utvalgets enstemmige hovedvurderinger (1.2) knyttet til troverdighet, langsiktighet, behovet for å jobbe tverrsektorielt og bredt og behovet for et beslutningssystem som er bedre tilpasset målet om en helhetlig omstilling av samfunnet. Under følger noen kommentarer til de ulike delene av NOUen. Overordna er Akademikerne særlig opptatt av:",05.02.2024
Akademikerne,"Innledningsvis vil vi også peke på to tema som utvalget i liten grad har adressert. Det ene er digitalisering. Den grønne og digitale omstillingen skjer parallelt (twin transition). Økonomien er på vei til å bli avkarbonisert og sirkulær, og digitaliseringen bidrar i den grønne omstillingen. Bruk av kunstig intelligens, digitale tvillinger eller 3D-printing kan for eksempel gi mer energi- og ressurseffektive prosesser og mer bærekraftige produkter og tjenester. Skal vi lykkes med den grønne omstillingen må vi utnytte mulighetene digitaliseringen gir for økt bærekraft, og ikke minst ha nok og riktig kompetanse.",05.02.2024
Akademikerne,Vi vil også peke på at helsesektoren ikke er nevnt i rapporten. Om lag fem prosent av Norges klimagassutslipp kommer fra helsesektoren. Allikevel er dette en sektor som i liten grad blir viet oppmerksomhet når veien til lavutslippssamfunnet skal legges.,05.02.2024
Akademikerne,Disse punktene bør adresseres i større grad i den kommende stortingsmeldingen.,05.02.2024
Akademikerne,Akademikernes kommentarer til Del 1. Utgangspunktet for omstillingen,05.02.2024
Akademikerne,"Omstillingen til et lavutslippssamfunn må bygge på at eksisterende utslipp skal fjernes eller reduseres kraftig. Dette krever endret atferd, utvikling av nullutslippsteknologi og -løsninger og utbygging av ny fornybar kraft.",05.02.2024
Akademikerne,"Akademikerne støtter at Norges klimamål for 2050 presiseres til å være å redusere utslippene fra norsk territorium med 90 – 95 prosent sammenlignet med 1990, til mellom 2,5 og 5 millioner tonn CO2 -ekvivalenter, og at Norge ikke skal bruke kvoter for å nå målet.",05.02.2024
Akademikerne,"Videre støtter vi at det settes nye mål for utslipp, opptak og lagring av karbon i sektoren for skog- og arealbruk og at de ses i sammenheng med nasjonale mål for naturmangfold og internasjonale forpliktelser for natur. Målene må legge til rette for både reduserte utslipp fra omdisponering av arealer og for opptak og bevaring av karbonlagre, for eksempel gjennom egne mål for henholdsvis reduserte utslipp, opptak og lagre.",05.02.2024
Akademikerne,Gitt at klimamålene forsterkes og presiseres mener vi det er riktig å vurdere om målet om klimanøytralitet blir avviklet.,05.02.2024
Akademikerne,Akademikernes kommentarer til Del 2 En bred omstilling,05.02.2024
Akademikerne,"I kapitel 4. tar utvalget for seg tiltak for å sikre en bred og rettferdig omstilling. Akademikerne støtter i hovedsak utvalgets anbefalinger i kapitlet (4.3), men har noen kommentarer.",05.02.2024
Akademikerne,Folkelig oppslutning er viktig for å sikre en langsiktig og stø politikk som gir forutsigbarhet og som utløser investeringer og handling. Som utvalget selv peker på så kan manglende oppslutning kunne utvikle seg til motstand som gjør det vanskelig å gjennomføre en stadig mer ambisiøs klimapolitikk. Vi savner at utvalget kommer med konkrete forslag til måter vi kan sikre medvirkning. Både før under og etter vedtak/konsesjoner.,05.02.2024
Akademikerne,"Akademikerne mener videre at utvalget for ensidig vektlegger at klimatiltak innebærer risiko for tap og reduksjon i livskvalitet for den enkelte og for samfunnet. Sammenhengen mellom bærekraft og livskvalitet bør diskuteres mer. Dette bør hensyntas i den kommende klimameldingen. For å redusere motstand vil det være positivt at det løftes frem tiltak og perspektiver knyttet til det vi vet leder til «det gode liv», innenfor natur og økosystemenes bæreevne.",05.02.2024
Akademikerne,"Utvalget peker på at medvirkning i planlegging, gjennomføring og evaluering av klimapolitikken er viktig for å sikre tillit og rettferdighet. Akademikerne vil også understreke viktigheten av en kunnskapsbasert politikkutvikling og at politiske beslutninger må baseres på relevant og oppdatert forsking. Vi har de siste årene sett flere eksempler på selektiv bruk av faglige råd. Det svekker tilliten til politikere og oppslutningen om beslutningene. Det innebærer også at vi må satse mer på kunnskap og forsking enn det vi gjør i dag.",05.02.2024
Akademikerne,"Akademikerne er fornøyde med at utvalget har lyttet til oss og peker på et uutnyttet potensial i partssamarbeidet i omstillingen. Som utvalget skriver så kan arbeidstakerne bidra til å se løsninger og ta initiativ til endring, til at ny teknologi tas i bruk, til grønnere innkjøpsprosesser og ikke minst at man møter nye kompetansebehov. Det bør legges enda større vekt på det lokale samarbeidet mellom partene (tillitsvalgte og arbeidsgiver) på den enkelte arbeidsplass. Det er her kompetanseutfordringene ved omstillingen må identifiseres, og kompetansetiltak iverksettes.",05.02.2024
Akademikerne,Som utvalget understreker må det være et mål at flest mulig skal ha et reelt tilbud om etter- og videreutdanning. Det må investeres mer i etter- og videreutdanning for alle utdanningsgrupper. Skal vi lykkes med omstillingen til et lavutslippssamfunn trenger vi både spisskompetanse og breddekompetanse. Akademikerne er særlig opptatt av at universiteter og høgskoler må få de nødvendige rammevilkårene for å kunne gi et relevante etter- og videreutdanningstilbud.,05.02.2024
Akademikerne,Kap. 5 Energisystemet,05.02.2024
Akademikerne,For å nå klimamålene må verden legge til rette for energiomstilling. På tross av at produksjonen av fornybar energi vokser er forbruket av fossil energi stabilt. Akademikerne støtter økt satsing på fornybar energi og utvalgets anbefalinger knyttet til energieffektivisering og sirkulærøkonomi (under 5.6).,05.02.2024
Akademikerne,"I Akademikernes innspill til Totalberedskapskommisjonens utreding pekte vi på viktigheten av en sikker og trygg energiforsyning. I usikre tider blir behovet forsterket og uten en sikker forsyning av energi vil mange samfunnsfunksjoner være sårbare. Norge er en viktig leverandør av olje og gass til Europa og denne rollen er blitt viktigere etter Russlands invasjon av Ukraina. Samtidig må utslippene håndteres hvis vi skal nå de klimamålene vi har satt oss, Dette er et dilemma som utvalget ikke diskuterer og som må drøftes i den kommende klimameldingen.",05.02.2024
Akademikerne,Kap. 6 Arealer og natur,05.02.2024
Akademikerne,"Utvalget mener at arealpolitikken i Norge ikke er tilpasset en omstilling til et lavutslippssamfunn og heller ikke til målene i naturavtalen. Akademikerne støtter at arealpolitikken må bidra til å begrense tap av natur og til bevaring av naturens karbonlagre. Vi vil særlig understreke utvalgets anbefaling om at natur- og klimakompetansen styrkes i alle kommuner, fylkeskommuner og hos statsforvalteren. Dette er et helt avgjørende punkt. For å sikre god arealplanlegging er vi nødt til å ha kompetente fagfolk som kan vurdere og belyse utfordringer og utvikle løsninger. Det er også behov for bedre samordning mellom sektorer, etater og næringsliv. Dette er spesielt viktig i kommunene der mange sliter med å holde på fagfolk og å etablere gode fagmiljøer.",05.02.2024
Akademikerne,Kap. 7 Matsystemet,05.02.2024
Akademikerne,Utvalget viser til at det globale matsystemet står for mellom 21 og 37 prosent av de globale klimagassutslippene og legger derfor frem flere forslag for å omstille matsystemet til lavutslipp. Akademikerne mener imidlertid at utvalgets forslag under kapitel 7. er noe mangelfulle og for lite nyanserte. For eksempel bør anbefalingene om norsk kjøttproduksjon nyanseres med hensyn til ulike driftsformer og ulike former for husdyrproduksjon. Man må unngå tiltak som kan medføre at norskproduserte varer utkonkurreres av importerte produkter. Både lønnsomheten og dyrevelferden i en langsiktig bærekraftig norsk husdyrproduksjon må sikres. Vi viser til Veterinært bærekraftforums høringsinnspill for utdyping av dette punktet.,05.02.2024
Akademikerne,"Utvalget foreslår også en omstilling til teknologi og digitalisering av matproduksjonen. En omstilling til flere teknologiske og digitale løsninger for produksjon kan være gunstig, men det vil også medføre visse risikoer med tanke på digital sikkerhet. Man er spesielt sårbar for dette dersom man mangler kompetanse på digital sikkerhet. Derfor må det komme ordninger som kan sikre spisskompetanse og tilgjengelig kunnskap for å kunne legge til rett for omstilling av matsystemet.",05.02.2024
Akademikerne,"Kap. 9 Økonomisk aktivitet, velferd og sirkularitet",05.02.2024
Akademikerne,"Akademikerne støtter utvalgets hovedanbefalinger knyttet til sirkulærøkonomi (9.6). Vi vil særlig peke på at det er lite forskning på skatter og avgifters rolle i en sirkulær økonomi og derfor et stort kunnskapsbehov. Ifølge Skatteutvalget er sirkulærøkonomi ganske nytt innenfor økonomifaget. Akademikerne mener tiltak som stimulerer til reparasjon, gjenbruk, ombruk og resirkulering av materialer bør utredes. Utredningen bør inkludere om det kan gjøres endringer i skatte- og avgiftssystemet for å stimulere til reparasjon, gjenbruk, ombruk og resirkulering, uten at disse har uforholdsmessige høye administrasjons- og effektivitets-kostnader. En utredning må vurdere tiltak som motvirker sosiale konsekvenser.",05.02.2024
Akademikerne,"Kap. 10 Innovasjon, omstilling og næringsstruktur",05.02.2024
Akademikerne,"Akademikerne støtter tiltak som reduserer usikkerhet og gir private aktører forutsigbarhet og insentiver til klimavennlige og lønnsomme investeringer og at utvalgets tiltak under kap.10.5 må vurderes nærmere i den kommende meldingen. Næringslivet spiller en nøkkelrolle i omstillingen av Norge til et lavutslippssamfunn. Industri og næringsliv må redusere sine klimagassutslipp, men også utvikle nye forretningsmodeller som skaper verdier av klimagassutslipp og avfall.",05.02.2024
Akademikerne,"Kunnskap og forskning innenfor og på tvers av en rekke disipliner er nødvendig for å bidra til innovasjon, nye bærekraftige arbeidsplasser og næringer. Vi trenger tverrfaglig kunnskap og samhandling for å gjennomføre de riktige reguleringene for å endre adferd og skape markeder, for å legge til rette for miljøvennlig forbrukeradferd, planlegge for klimaendringer og ivareta samfunnssikkerheten. Investering i høyere utdanning og etter- og videreutdanning er avgjørende for å nå målene.",05.02.2024
Akademikerne,"For å få til omstillingen til et lavutslippssamfunn må det skje en endring i forskningsinnsatsen. Det offentlige må investere mer i forskning og teknologiutvikling, for eksempel energieffektivisering, fangst, transport og lagring av CO2, havvind og andre fornybare energikilder. FoU-innsatsen i næringslivet må øke. Her spiller staten en viktig rolle. Akademikerne har høye forventninger til den kommende strategien for økt forskingsinnsats i næringslivet.",05.02.2024
Akademikerne,"Akademikerne er opptatt av at ikke bare klima- og næringspolitikk drar i samme retning som utvalget peker på, men at man også bruke forsknings- og utdanningspolitiske virkemidler for å nå ambisiøse klimamål.",05.02.2024
Akademikerne,,05.02.2024
Akademikerne,Akademikernes kommentarer til Del 3 Veivalg og virkemidler,05.02.2024
