actor,paragraph,date
Skagerak Energi,"Skagerak Energi mener at utvalgets rapport ikke fullt ut fanger opp den langsiktige betydningen av biogass som en del av løsningen på klimautfordringen mot 2050. Biogass er en del av det sirkulære systemet noe også Ellen MacArthur Foundations sommerfugldiagram viser, også benyttet av Klimautvalget. Biogass er bioenergi, men det bør skilles tydelig mellom biogass og andre former for bioenergi som enten må importeres, krever store arealer eller som har annen negativ påvirkning på ytre miljø. Utover å erstatte fossilt brensel, gir biogass avlastning av strømnettet. Skagerak Energi er for tiden med i et prosjekt ledet av Zero som nettopp ser på bærekraften ved ulike typer biodrivstoff og hva som bør brukes til hva.",28.02.2024
Skagerak Energi,"Med ny teknologi kan produksjon av biogass fra husdyrgjødsel, matavfall og annet avfall som kan brukes som innsatsfaktor, også ha andre positive miljøeffekter, som håndtering av fosfor, nitrogen og CO2. Utover biogassen som produseres, kan bioresten riktig håndtert brukes som ny, kortreist gjødsel og CO2-en kan utnyttes eksempelvis i drivhus eller på annen måte fanges. Her forventer vi en positiv utvikling i nye prosjekter. I norsk klimapolitikk, er det derfor viktig å:",28.02.2024
Skagerak Energi,"Resultatene av å endre både virkemiddelinnretningen og få en tydelig og helhetlig politikk for biogass, vil føre til raskere utslippskutt og større akkumulerte utslippskutt jo raskere det implementeres. Det vil også være i tråd med intensjonen bak Energikommisjonens rapport «Mer av alt – raskere».",28.02.2024
Skagerak Energi,Fjernvarme,28.02.2024
Skagerak Energi,"Klimautvalget skriver om fjernvarme at det i Norge i vesentlig grad fyres med bioenergi og at det ikke er en nullutslippsløsning. Det er riktig at store deler av norsk fjernvarme produseres fra avfallsforbrenning, men fjernvarmesektoren er likevel langt mer mangfoldig. I tillegg arbeides det med å gjøre også fjernvarmesektoren fossilfri. Skagerak Energi med selskapet Skagerak Varme har som sin ambisjon å levere mer overskuddsenergi fram mot 2030 gjennom å fortette fjernvarmenettet, utnytte tilgjengelig overskuddsenergi og dermed avlaste strømnettet for best mulig effektbalanse. Skagerak Varme bruker ulike innsatsfaktorer i sin produksjon av fjernvarme: sjøvann i Horten, skogsflis i Tønsberg og Skien og spillvarme fra industrien i Porsgrunn. Dette innebærer i stor grad å utnytte energi som ellers ville gå tapt. Dette har svært lave utslipp, kan benyttes i stedet for fossil energi eller elektrisk kraft. Fjernvarme avlaster strømnettet som dermed heller kan brukes til å bidra med nett til omstillingsprosjekter der det er mulig å bruke elektrisitet. Fjernvarme bør derfor ha en sentral plass i framtidens klima- og energipolitikk og det er sentralt med forutsigbare rammebetingelser. Det er fremdeles betydelige kilder til overskuddsvarme som det bør være insentiver til å utvikle og ta i bruk.",28.02.2024
Skagerak Energi,Fossilfrie anleggsplasser,28.02.2024
Skagerak Energi,"For å redusere utslipp i Norge, er elektrifisering en nøkkelfaktor, spesielt i transport og industri og innenfor bygg- og anleggsektoren. Klimautvalget fokuserer i stor grad på sirkulære løsninger for anleggsbransjen, og vi må anerkjenne at fornybar energi er avgjørende for å realisere disse løsningene.",28.02.2024
Skagerak Energi,"Batterier og energilagring blir stadig mer sentrale i dette bildet, og bidrar til fleksibilitet i energisystemet. Vi kan allerede levere batteriløsninger både tilknyttet nett og såkalt «off-grid». Det er viktig at aktørene i markedet får tydelige signaler og en forutsigbar plan slik at de kan investere og utvikle disse teknologiene videre. Vi ser at markedet allerede tilbyr mange fossilfrie alternativer, men for å sikre en reell konkurranse opp mot fossile løsninger, kreves det mer enn bare markedskrefter innledningsvis. Offentlige krav og kriterier i anskaffelser er essensielt for å fremme disse alternativene.",28.02.2024
Skagerak Energi,"En veloverveid plan for utfasing av fossildrevne anleggsmaskiner er nødvendig. Det handler ikke bare om å erstatte gammel teknologi, men om helhetlig tilnærming som inkluderer hele livssyklusen for anleggsprosjekter og maskineri. Balansen mellom å innføre ny teknologi og å håndtere risikoen for dem som går foran med et godt eksempel, er avgjørende. Her kan myndighetene bidra vesentlig ved å sette klare mål, skape forutsigbare rammer og reguleringer og lede vei for bransjen.",28.02.2024
Skagerak Energi,"Oslo kommune har vist vei ved å sette krav til sine leverandører om fossilfrie løsninger og på forhånd signalisere morgendagens krav. Dette initiativet bør utvides til å være en nasjonal strategi. Med dagens teknologi er det mulig å etablere fossilfrie anleggsplasser, selv uten nettforbindelse, ved bruk av batteriløsninger. Dette viser at det er praktisk gjennomførbart å oppnå disse målene.",28.02.2024
Skagerak Energi,"Det er viktig at denne overgangen til et fossilfritt samfunn involverer et samarbeid mellom offentlige myndigheter, private selskaper og samfunnet for øvrig. Ved å arbeide sammen, stille de riktige spørsmålene og søke innovative løsninger, kan vi gjøre denne visjonen om et mer bærekraftig samfunn til virkelighet – raskere.",28.02.2024
Skift - Næringslivets Klimaledere,Høringsinnspill på vegne av Skift – Næringslivets klimaledere til,30.01.2024
Skift - Næringslivets Klimaledere,Klimautvalgets utredning NOU 2023:25 Omstilling til lavutslipp,30.01.2024
Skift - Næringslivets Klimaledere,"Skift - Næringslivets klimaledere er et næringslivsdrevet klimainitiativ, bestående av mer enn 60 av de største selskapene i Norge. Vårt overordnede mål er å akselerere overgangen til nullutslipps-samfunnet, slik at Norge og norsk næringsliv når målene om 55 prosent utslippskutt innen 2030.",30.01.2024
Skift - Næringslivets Klimaledere,Skift vil gi utvalget honnør for en grundig utredning og støtter sterkt utvalgets hovedanbefalinger. Vi ser rapporten som et viktig bidrag for å forstå veivalgene i klimapolitikken og konsekvensene av dagens beslutninger for omstillingen til et lavutslippssamfunn. Alle beslutninger som tas i dag måforankres i målet om å eliminere nesten alle klimagassutslipp i Norge innen 2050.,30.01.2024
Skift - Næringslivets Klimaledere,"Vi står overfor et betydelig gap mellom erklærte ambisjoner og faktiske virkemidler, noe som undergraver troverdigheten i dagens klimapolitikk og svekker støtten til en rask og omfattende omstilling. Utvalgets rapport viser ikke bare hvilke utslipp som skal reduseres, men hvilke få utslipp som kan eksistere i 2050.",30.01.2024
Skift - Næringslivets Klimaledere,"Omstillingen krever en fundamental endring av økonomien, energisystemet og industrien på kun 26 år. Norge har bare redusert klimagassutslippene med under fem prosent siden 1990, og har hittil vært avhengig av kvotekjøp for å innfri forpliktende utslippskutt. Beslutninger og investeringer som tas nå, og binder oss til utslipp fremover, vil gjøre denne omstillingen både mer krevende og dyrere.",30.01.2024
Skift - Næringslivets Klimaledere,"Vi behøver derfor en tydelig politisk ledelse som tar gode beslutninger med tanke på fremtiden. Dette innebærer å vise større handlekraft, vilje til å ta upopulære beslutninger og å bli enige på tvers av partier om en felles langsiktig plan for klimakutt. Omstillingen til lavutslippssamfunnet gir muligheter for nye forretningsmodeller og løsninger, men politikken må legge til rette for at de skal være konkurransedyktige. Vi oppfordrer til å etablere bred politisk enighet om tiltak som gjør at Norge oppfyller sine internasjonale forpliktelser, og faktisk blir et lavutslippssamfunn i 2050.",30.01.2024
Skift - Næringslivets Klimaledere,"Næringslivet ønsker å støtte omstillingen og bidra til at Norge når klimamålene, men for å oppnå dette må klimapolitikken forsterkes, utvides og ha en langsiktig innretning.",30.01.2024
Skift - Næringslivets Klimaledere,Troverdige klimamål som gir nødvendig omstilling,30.01.2024
Skift - Næringslivets Klimaledere,"For å nå klimamålene regjeringen har satt for 2050, trengs bedre koordinering mellom ulike myndigheter på alle nivåer og all økonomisk aktivitet må skje innenfor planetens tålegrenser.",30.01.2024
Skift - Næringslivets Klimaledere,"Det etterlyses mer samarbeid mellom etater, helhetlige strategier og langsiktige valg fra våre folkevalgte. Valgperioder kan ikke være en barriere for gjennomføring, og vi behøver brede politiske forlik. Utvalget utgreier denne problemstillingen godt og kommer med gode innspill til hvordan dette bør løses helhetlig.",30.01.2024
Skift - Næringslivets Klimaledere,Alle ressurser er knappe,30.01.2024
Skift - Næringslivets Klimaledere,Utvalgets rapport er tydelig på at det totale ressursforbruket er avgjørende for mulighetsrommet til å redusere utslipp på en rask og bærekraftig måte. Vi behøver en helhetlig tilnærming til omstilling på tvers av sektorer og må vektlegge sirkularitet for å minimere belastningen på naturen.,30.01.2024
Skift - Næringslivets Klimaledere,Smartere energibruk og energieffektivisering,30.01.2024
Skift - Næringslivets Klimaledere,"Klimautvalgets rapport trekker frem viktigheten av areal- og ressurseffektivitet og et behov for betydelig innsats for økt energieffektivisering. Vi støtter Klimautvalgets forslag om at det innføres sterkere virkemidler for energieffektivisering samtidig som produksjon av fornybar energi økes, i tråd med Energikommisjonen anbefaling. Skift mener det er avgjørende for Norge at vi realiserer dette potensialet om vi skal unngå et kraftunderskudd i årene som kommer, og for at vi skal kunne nå klimamålene våre.",30.01.2024
Skift - Næringslivets Klimaledere,"Bærekraftig forvaltning av arealer, natur og økosystemer",30.01.2024
Skift - Næringslivets Klimaledere,Utvalget fremhever at arealpolitikk og naturinngrep er vanskelig å reversere og skaper en stiavhengighet som påvirker fremtidig politikk. Skift er enig i betydningen av dette. Det er derfor viktig at vi klarer å håndtere klimaendringer og unngår tap av natur samtidig. Utvalget peker på noen viktige punkter for hvordan klima og natur bør sees i sammenheng.,30.01.2024
Skift - Næringslivets Klimaledere,Det må koste mer å forurense,30.01.2024
Skift - Næringslivets Klimaledere,"Skift støtter anbefalingen om å beholde karbonprising som grunnlaget i klimapolitikken, samtidig som uønskede fordelingseffekter bør håndteres gjennom skattesystemet og velferdsordninger. Likevel behøver vi en helhetlig tilnærming med målrettet bruk av virkemiddelpakker for å for å utløse den nødvendige teknologiomleggingen som kreves. Dersom næringslivet ikke har nødvendig forutsigbarhet og risikoavlastning, risikerer vi å måtte gjennomføre betydelige kutt nær 2050. I tillegg mener vi at andre effektive virkemidler bør tas i bruk når det er hensiktsmessig, særlig når de viser seg å være enklere å innrette, slik som standarder, reguleringer, forbud og krav.",30.01.2024
Skift - Næringslivets Klimaledere,Vi trenger nok kompetanse til å gjennomføre omstillingen,30.01.2024
Skift - Næringslivets Klimaledere,"Forskning og kompetansebygging er avgjørende for å bidra til innovasjon og reell endring. Det må bygges opp et systematisk samarbeid og dialog mellom arbeidsgiversiden, arbeidstakersiden, utdanningssektoren og politiske myndigheter for å sikre relevant kompetanse for det grønne skiftet. Fram mot 2030 vil det anslagsvis være behov for opp mot 6 000 nye ingeniører innen sentrale energinæringer som havvind, hydrogen og batterier, i tillegg til økt behov fra andre sektorer. Det er reell fare for at det oppstår et kompetansegap som får følger for omstillingen og norsk konkurransekraft.",30.01.2024
Skift - Næringslivets Klimaledere,"Til slutt ønsker vi å understreke hvor stor støtte rapportens har hos våre medlemmer. Skift anbefaler denne, og framtidige, regjeringer til å bruke Klimautvalget 2050s hovedanbefalinger aktivt i all politikkutforming framover.",30.01.2024
Skognæringa Kyst SA,"Norge bør ta sin del av ansvaret for skogplanting som klimatiltak. FNs klimapanel har lagt fram planer om klimaskogplanting i et omfang som tilsvarer hele Australia. Dersom Norge skulle ta sin andel av dette i forhold til sin andel av de globale CO2-utslipp, vil dette tilsvare skogplanting på ca 10 millioner da.",29.01.2024
Skognæringa Kyst SA,"NIBIO har, i forbindelse med pilotptosjektene som ble kjørt på klimaskogplanting i Norge, konkludert med at 9,8 millioner da gjengroingsareal kan tilplantes med produksjonsskog, uten at dette får vesentlige konsekvenser for naturmangfoldet i landet. Dette ville utvikle seg til et anseelig karbonlager i 2050, men etterhvert et enormt karbonlager i 2100. Dette tiltaket ligger på vent i KLD, og ser ikke ut til å komme ut derfra.",29.01.2024
Skognæringa Kyst SA,"En kan spørre seg om KLD er i stand til å ta ansvaret for norsk klimapolitikk, når fokuset ligger så sterkt på å unngå noen form for endring. Dersom vi ikke klarer å stoppe klimaendringene vil det få enorme konsekvenser for oss som holder til så nær Nordpolen, og naturen slik vi kjenner den i dag vil framstå helt forskjellig, med en utskifting av en mengde arter.",29.01.2024
Skognæringa Kyst SA,"Naturen er dynamisk, og det får vi håpe at klimamyndighetene blir etterhvert også!",29.01.2024
Småkraftforeninga,Vedlagt ligger Småkraftforeningas høringsuttalse til Klimautvalgets rapport,08.02.2024
SoCentral AS,"SoCentral mener Klimautvalget har gjort et grundig og viktig arbeid, og støtter alle hovedkonklusjoner fra utvalget.",26.01.2024
SoCentral AS,"Utvalget viser hvor dårlig tid vi har, og hvor viktig det er med kraftfulle tiltak, tidlig nok. Dette krever dialog med befolkningen, og forankring av klimapolitikk som innebærer vanskelige veivalg med etiske implikasjoner.",26.01.2024
SoCentral AS,"Vi mener derfor at utvalgets anbefaling om å etablere et faglig klimaråd bør suppleres av et folkepanel med tilfeldig utvalgte innbyggere som får kunnskap, delibererer, og samles om anbefalinger til politikken.",26.01.2024
SoCentral AS,"Flere byer og land har både gjort enkeltstående folkepaneler på klima- og /eller natursaken (se Skottland, Irland, Polen og Tyskland, f. eks), mens noen nå også har implementert permanente folkepaneler som skal supplere og styrke arbeidet til valgte politikere og byråkrati (se Milano og Brussel-regionen, f. eks).",26.01.2024
SoCentral AS,"Folkepaneler inviterer flere nye stemmer inn i politikkutviklingen, legger kunnskap som et premiss for innspillene som gis, og bidrar til å gi legitimitet og forankre klima- og miljøpolitikken bredere blant innbyggerne.",26.01.2024
SoCentral AS,"Et folkepanel er et tilfeldig utvalgt og representativt sammensatt panel av innbyggere. Panelet speiler befolkningen på utvalgte parametre (f. eks kjønn, alder, bosted og utdanningsnivå), og består av innbyggere som ikke vanligvis engasjerer seg i klima- og naturpolitikk.",26.01.2024
SoCentral AS,"Innbyggerne får tid og mulighet til å lære om utfordringen, dilemmaer, rammer og muligheter av etablerte eksperter. De møtes flere ganger og får delta i en fasilitert diskusjon, som til slutt ender i enighet om konkrete anbefalinger. Se f. eks folkepanel.no eller borgersamling.dk.",26.01.2024
SoCentral AS,"For eksempler fra andre land, se f. eks Skottlands folkepanel om klima. For en oversikt over folkepaneler som har hatt klima og miljø som tema, se rapport fra Knowledge Network on Climate Assemblies fra april 2023. For en generell oversikt over folkepaneler i OECD-land, se rapport fra OECD juni 2020",26.01.2024
Sokkeldirektoratet,Sokkeldirektoratet har hatt NOU 2023:25 på intern høring og har utarbeidet vedlagte høringsnotat. Her er er et sammendrag av Sokkeldirektoratets kommentarer:,27.02.2024
Sokkeldirektoratet,Som en betydelig del av norsk økonomi er petroleumssektoren sentral i utredningen. Utvalget foreslår omfattende endringer i rammevilkårene for sektoren. De viktigste forslagene er:,27.02.2024
Sokkeldirektoratet,"Disse forslagene vil kunne få betydelige samfunnsøkonomiske konsekvenser. Med denne bakgrunnen ønsker Sokkeldirektoratet å kommentere både sentrale premisser som er lagt til grunn av utvalget, utvalgets analyser og konkrete utsagn og vurderinger.",27.02.2024
Sokkeldirektoratet,"Klimautvalgets rapport inneholder viktig informasjon og relevante vurderinger om hvordan Norge skal bli et lavutslippssamfunn innen 2050, men Sokkeldirektoratet mener at rapporten ikke svarer tilfredsstillende på mandatet.",27.02.2024
Sokkeldirektoratet,Ifølge mandatet skal overgangen til lavutslippssamfunnet skje på en mest mulig kostnadseffektiv måte for samfunnet. I mandatet for utredningen står det videre: «Utvalet skal vurdere måloppnåing og nytte i høve til den samfunnsøkonomiske kostnaden.». Utvalget foretar ingen slik samfunnsøkonomisk analyse. Dette er ikke i tråd med mandatet og heller ikke med utredningsinstruksen.,27.02.2024
Sokkeldirektoratet,Ifølge utredningsinstruksen skal både kostnader og nytte vurderes ved «tiltak som man forventer gir vesentlige nytte- eller kostnadsvirkninger»[1]. En slik analyse skal gjennomføres i samsvar med gjeldende rundskriv for samfunnsøkonomiske analyser[2].,27.02.2024
Sokkeldirektoratet,"Utvalgets anbefalinger vil medføre betydelige samfunnsøkonomiske kostnader. Eksempelvis er hensikten med en sluttfasestrategi å avvikle lønnsom aktivitet raskere enn den ellers ville ha blitt. Det kan ha store konsekvenser for verdiskaping, sysselsetting og statlige inntekter. Anbefalingen om en midlertidig stans i tildeling av nye utvinningstillatelser og godkjenning av nye utbyggingsprosjekter vil påvirke aktiviteten umiddelbart. En slik stans vil føre til redusert leteaktivitet og i en periode svekke grunnlaget for at det gjøres nye funn som kan bygges ut. Utbyggingsprosjekter blir ikke godkjent. Det kan føre til at tidskritiske ressurser går tapt og at eksisterende infrastruktur stenges, noe som igjen fører til at lønnsomme olje- og gassressurser i området ikke blir produsert.",27.02.2024
Sokkeldirektoratet,"Utvalget har i stedet for en samfunnsøkonomisk analyse foretatt en teknisk analyse for å kartlegge utslippsreduserende tiltak i ulike sektorer i sammen med Miljødirektoratet. Analysen er basert på strenge og til dels urealistiske antakelser og kostnader ved tiltak er ikke vurdert. Resultatene av denne analysen legger i stor grad premissene for utvalgets anbefalinger, blant annet knyttet til petroleumssektoren. Usikkerheten knyttet til anslagene er betydelig, uten at det ser ut til at utvalget vektlagt dette.",27.02.2024
Sokkeldirektoratet,"Et sentralt spørsmål er hvorfor virkemidler for å redusere aktivitet i petroleumssektoren må besluttes nå. Ved å ta beslutning raskt mistes muligheter eller opsjoner. Verdien av disse bør vurderes mot konsekvensene av å vente med beslutning. Alternativet til å ta en beslutning nå, kan være å foreta beslutninger etter hvert som en ser at det er nødvendig med nye virkemidler, altså en stegvis tilnærming. Verdien av å vente med beslutningen kan være betydelig. Sokkeldirektoratets vurdering er at rapporten mangler slike analyser.",27.02.2024
Sokkeldirektoratet,"Generelt mangler drøfting av hvordan usikkerhet bør håndteres gjennom å bygge inn fleksibilitet i strategier og i valg av tiltak samt beregninger for hva tiltakene rettet mot petroleumssektoren vil koste samfunnet. Ettersom det ikke er gjort, blir utvalgets anbefalinger mangelfulle og misvisende. Eventuelle tiltak overfor petroleumssektoren bør derfor utredes ytterligere.",27.02.2024
Sokkeldirektoratet,Sokkeldirektoratet har i tillegg følgende kommentarer til rapporten:,27.02.2024
Sokkeldirektoratet,[1] Utredningsinstruksen - regjeringen.no,27.02.2024
Sokkeldirektoratet,[2] https://dfo.no/fagomrader/utredning-og-analyse-av-statlige-tiltak/samfunnsokonomiske-analyser/veileder-i-samfunnsokonomiske-analyser,27.02.2024
Sokkeldirektoratet,[3] https://www.iea.org/reports/net-zero-by-2050,27.02.2024
Sokkeldirektoratet,[4] NOU 2023: 30 Utfordringer for lønnsdannelsen og norsk økonomi,27.02.2024
Sola INP,"1. Bergen INP mener at skogen må regnes med i CO2-regnskapet, slik som i EU.Norske skoger tar opp 47 prosent av det samlede karbonutslippet, ifølge SSB.Det er ingen grunn til at Norge ikke skal inkludere skogen i regnskapet i likhet med andre land.",25.02.2024
Sola INP,2. Det blir feil å peke på Norges manglende utslippskutt etter 1990.,25.02.2024
Sola INP,Norge har verdens nest reneste energimiks etter Island.,25.02.2024
Sola INP,"3. To mye benyttede uttrykk i politikken er «kost-nytte» og «samfunnsøkonomisk forsvarlig.»Det finnes ikke gode grunner for å bruke de summene vi pr. dags dato bruker for å redusere små utslipp til null. Utslippskutt må foretas der det monner mest og man får mye for pengene, noe som henger bedre sammen med disse begrepene.",25.02.2024
Sola INP,4. Manglende økonomiske og samfunnsmessige konsekvensanalyser.Utvalget kommer med mange forslag for å oppfylle klimamålene i perioden frem mot 2050.Forslagene mangler konsekvens analyse.,25.02.2024
Sola INP,"5. Å foreslå å fase ut olje- og petroleumsvirksomheten, som Klimautvalget gjør, er etter Sola INPs mening uklokt og inkonsekvent.",25.02.2024
Sola INP,Virksomheten bør i stedet utvikles.,25.02.2024
Sola INP,6. Det er også viktig å se Norge i en global sammenheng.,25.02.2024
Sola INP,"Uansett hva vi gjør her i landet, vil det få tilnærmet null effekt globalt, noe som gjør at de dyre tiltakene ikke kan forsvares. Klimakutt i allerede rene Norge, er veldig dyrt, for jo renere miksen er, jo dyrere blir kuttene.",25.02.2024
Sola INP,"7. Elektrifisering er både dyrt og unødvendig, og ren symbolpolitikk.Et annet eksempel er elektrifiseringa av Johan Sverdrup-feltet, som bidrar til kraftmangel på Sør-Vestlandet, og nye virksomheter r får nei til å etablere seg også her.",25.02.2024
Sola INP,"Gassen som vi selv kunne brukt til å drive plattformene med, blir i stedet eksportert og brent i andre land. Det ser fint ut i klimaregnskapet, men det er bare på papiret. Moder Jord bryr seg ikke om hvor gassen blir brent. Og verdifull strøm som vi har bruk for på land, blir i stedet sendt ut til plattformene.",25.02.2024
Spire,"Spire ønsker å takke klimautvalget 2050 for en grundig, helhetlig gjennomgang av veivalg mot lavutslippssamfunnet og for muligheter til medvirkning underveis i utformingen.",28.02.2024
Spire,"Gjennomgående ser vi at klimautvalget peker på behovet for en mer samstemt, langsiktig og helhetlig tilnærming til klima- og naturpolitikken enn dagens politikk. Dette er noe Spire har pekt på lenge, og vi støtter flere av utvalgets anbefalinger. Sektorer på alle nivåer må handle i tråd med klimamålene og dra i samme retning. Her strekker Spire seg lengre enn utvalget i en anbefaling om at denne retningen må være basert på degrowth og et mål om bærekraftige, gode liv innenfor planetens tålegrenser.",28.02.2024
