actor,paragraph,date
Lyntogforum,"Vi vil berømme Klimautvalget 2050 for en god og omfattende rapport som staker ut viktige mål og retninger for at Norge skal kunne bli det lavutslippssamfunnet fra 2050 og fremover, som Norge har forpliktet seg til, i tråd med også internasjonale avtaler. Når det gjelder «Transport og mobilitet», synes vi imidlertid kapittelet fremstår som mindre konkret og handlingsrettet enn andre deler av rapporten. Særlig savner vi en skikkelig vurdering av hvilken rolle et moderne jernbanenett kan spille i lavutslippssamfunnet.",28.02.2024
Lyntogforum,Vi må tenke langsiktig om hvilke transportløsninger som er best for lavutslippssamfunnet fra 2050,28.02.2024
Lyntogforum,Vi ser det som svært viktig at perspektivet nå er løftet frem til 2050. EU har for lengst utarbeidet strategier for både 2030 og 2050 (f.eks. i EUs «Sustainable and Smart Mobility Strategy» og «Green Deal»). EU har her gått inn for en tredobling av trafikken på høyhastighetsbaner innen 2050. Det samme har også Det internasjonale energibyrået (IEA). EU vil også ha en dobling av godstrafikk på bane innen samme tid.,28.02.2024
Lyntogforum,"Norsk miljødebatt og utredninger (som «Klimakur 2030») har derimot i lang tid hatt en mer kortsiktig horisont. Viktige tiltak som kan kreve minst 10 år å implementere har slik falt utenfor i den norske klimadebatten. Et slikt tiltak er utbygging av høyhastighetsbaner spesielt, og jernbane generelt.",28.02.2024
Lyntogforum,"I Norge har man derfor stort sett konsentrert seg om tiltak innenfor hver enkelt kjøretøygruppe (personbiler, varebiler, fly etc.) og mulighetene for elektrifisering og bruk av biodrivstoff etc. for disse. Det har i stor grad vært med på å sementere dagens samferdselsmønster i Norge.",28.02.2024
Lyntogforum,"I den positive iveren etter elektrifisering av samferdsel har man nesten glemt at det allerede finnes et elek­trisk drevet kjøretøy med nullutslipp av klimagasser, uten mikroplast fra dekk- og veislitasje og som er langt mer energieffektiv, arealeffektiv, kapasitetssterk og raskere enn alternativene; nemlig moderne jern­bane. Med dobbeltsporete høyhastighetsbaner i et flerbrukskonsept for langdistanse-, regional- og godstrafikk vil togtilbudet også få en svært høy attraktivitet og kapasitet. Det vil gjøre tog til et naturlig førstevalg for store deler av norsk samferdsel, med stor klima- og miljøeffekt gjennom overført trafikk fra fly-, trailer- og biltrafikk.",28.02.2024
Lyntogforum,"Samtidig vil en slik satsing utløse mange andre positive samfunnseffekter. Jernbanen er med på å struk­turere samferdsel og samfunnsutvikling på en positiv miljømessig måte. Kraftig reduserte reise- og frakttider med høyhastighetsbaner vil også være med på å sikre effektiv ressursbruk, et konkurranse­dyktig næringsliv og et bærekraftig velferdssamfunn i lavutslippssamfunnet. Dette er momenter som er understreket i hovedmålet for Klimautvalget 2050. Man skal «vise korleis Noreg kan bli eit lågutslepps­samfunn i 2050, på ein mest mogleg kostnadseffektiv måte, med effektiv ressursbruk og eit konkurranse­dyktig næringsliv. Denne omstillinga må også medverke til ei utvikling som sikrar naturmangfaldet og eit berekraftig velferdssamfunn.» (s. 9 i rapporten, med våre uthevinger).",28.02.2024
Lyntogforum,"EU har ellers varslet en kraftig økning i veiavgiftene, etter prinsippet forurenser betaler, gjeldende for alle utslipp til luft, jord og vann, ulykkeskostnader med mer. Deler av dette vil altså også gjelde for klimanøytral veitrafikk. Uten jernbane som alternativ kan dette gi økte kostnader for næringslivet.",28.02.2024
Lyntogforum,Et høyhastighetsnett i flerbrukskonsept – et kostnadseffektivt klimatiltak?,28.02.2024
Lyntogforum,"Utredningen Deutsche Bahn International (DBI) gjorde for Norsk Bane i perioden 2008 – 2012 kom til svært positive konklusjoner for høyhastighetsbaner i et flerbrukskonsept for langdistanse-, regional- og godstrafikk. Den viste reisetider på 2 ½ time mellom Oslo og de større byene, litt over det doble for godstrafikken og at rundt 20 stasjoner kunne knyttes til banene gjennom et skiftende stoppemønster.",28.02.2024
Lyntogforum,"De fant at billett- og fraktinntektene vil kunne dekke drift, vedlikehold og fornying av tog og baner, samt nedbetaling av infrastrukturinvesteringene i løpet av 30 år. Tross store investeringer ved bygging av banene, vil dette likevel gjøre slike baner til et av de absolutt mest kostnadseffektive klimatiltakene. Etter at investeringene skal være nedbetalt, vil banene også generere store driftsoverskudd i den videre levetiden, på om lag 70 – 100 år[1].",28.02.2024
Lyntogforum,"Etter støtte fra aktører langs Vestlandsbanen over Haukeli Oslo – Bergen/Haugesund/Stavanger engas­jerte Norsk Bane i 2023 spanske Sener for en ny og oppdatert utredning av i første omgang den banen, inkludert forgreining Bø/Notodden – Skien). Utredningen blir ferdig i løpet av våren 2024 og vil gi en ny pekepinn om mulighetene for et nasjonalt nett av høyhastighetsbaner i Norge, og til våre naboland.",28.02.2024
Lyntogforum,Kraftig reduserte klimautslipp,28.02.2024
Lyntogforum,"DBI fant reduserte klimautslipp på 1,5 millioner tonn CO2-ekvivalenter årlig, gjennom overført fly-, trailer- og personbiltrafikk for banene Oslo – Trondheim/Ålesund og Oslo – Bergen/Haugesund/Stavanger til sammen, og følgelig enda mer for et nasjonalt nett. For Oslo – Trondheim/Ålesund var ca. halvparten av klimaeffektene fra overført trailertrafikk, ca. en fjerdedel fra overført flytrafikk og ca. en fjerdedel fra overført biltrafikk. Så får vi en oppdatering av også disse resultatene gjennom utredningen med Sener.",28.02.2024
Lyntogforum,"Pga. konflikt mellom tyngde på batterier i forhold til transportlengde og lastekapasitet, vil det være mer utfordrende å elektrifisere fly- og trailertrafikk enn personbiltrafikken, slik også Klimautvalget 2050 peker på. Vi vil derfor anta at store deler av klimaeffektene for togene vil opprettholdes i lang tid fremover.",28.02.2024
Lyntogforum,"De store klimaeffektene for tog ligger av samme grunn primært i konkur­ranse­dyktig langdistansetrafikk. Klimaeffektene for InterCity-utbyggingen ble 2012 f.eks. beregnet til bare 45 000 tonn reduserte CO2-ekvivalen­ter per år, da det har liten effekt for trailer- og flytrafikk. Med flere el-biler, er tallet trolig lavere nå. Lokal- og regionaltog har likevel andre positive effekter, som høy kapasitet med lite arealbruk.",28.02.2024
Lyntogforum,Klimautslipp under bygging kompensert på få år.,28.02.2024
Lyntogforum,"Utslippa under bygging av Vestlandsbanen og Dovresambandet ble av DBI beregnet å være kompensert i løpet av 4,7 – 6,8 år. Når Jernbaneverket i sin høyhastighetsutredning i 2012 kom til 30 til 60 år og mer, var det bl.a. en konsekvens av at de ikke inkluderte godstrafikk, forutsatte at under 45 % av flypassasjerene ville velge lyntog og planla for bare 3 – 5 stasjoner mellom endestasjonene.",28.02.2024
Lyntogforum,"Både i Jernbaneverkets lyntogutredning og i Jernbanedirektoratets KVU for Nord-Norgebanen er det dessuten brukt erfaringstall fra Follobanen til beregningene. Men den 19 km lange tunnelen i Follobanen er bygd i et komplisert område, under mye bebyggelse og er innvendig helt kledd med 40 cm tykke, armerte betongringer som veier nesten 30 tonn per meter per tunnelløp. For høyhastighetsbaner og Nord-Norgebanen vil betingelsene for tunnelbygging være langt gunstigere enn for Follobanen, og det vil trolig bare unntaksvis være snakk om full utstøping eller kledning med betongringer.",28.02.2024
Lyntogforum,"Den Internasjonale Jernbaneunion (UIC) regner gjennomsnittlig 7 – 9 år for kompensasjon av utslipp under bygging av høyhastighetsbaner[2], selv for baner uten godstrafikk. I lys av dette fremstår beregnin­gene fra Jernbaneverket (og Jernbanedirektoratet om over 70 år for Nord-Norgebanen) som spesielle.",28.02.2024
Lyntogforum,"Det er også grunn til å vente reduserte utslipp under bygging framover. Bane NOR har meldt om en ny metode med bruk av forinjeksjon for tetting og sikring av tunneler, utprøvd på Hestnestunnelen på Dovrebanen, som kan spare 80 % av klimautslippene og 50 % av kostnadene sammenlignet med tradisjonell utstøping av tunneler. Det utvikles også stadig nye metoder for å redusere utslipp ved stål-, sement- og betongproduksjon. Bane NOR har satt seg som mål å redusere klimautslipp fra bygging av jernbane med 40 % innen 2030[3].",28.02.2024
Lyntogforum,"Et annet poeng er at veibygging nesten aldri vil kunne kompensere utslipp i anleggsfasen, men bidra til økte utslipp også etter bygging. Dette også som følge av stimulansen til økt bilkjøring, både på nybygd vei og på tilgrensende veier, noe som igjen vil kunne utløse et behov for ytterligere veibygging og føre til enda mer biltrafikk. Det samme gjelder for flyplasser.",28.02.2024
Lyntogforum,"Vi vil samtidig peke på at Stakeholder AS, i en rapport av mars 2022 på oppdrag for NHO Transport, fant at de indirekte klimautslippene under produksjon av alle nye biler solgt i Norge i 2021 var på hele 2,5 millioner tonn CO2-ekvivalenter bare i løpet av dette året! (s. 4 i rapporten). Og el-biler gir mest utslipp under bygging. I løpet av 10 år blir det hele 25 millioner tonn CO2, i tillegg til de utslippene som kommer av veibygging, asfaltering og bilkjøring.",28.02.2024
Lyntogforum,"Klimarapport 2050 går ellers grundig inn i spørsmål knyttet til bruk av biodrivstoff, materialbruk i forhold til produksjon av elbiler og at bruk av ammoniakk, hydrogen og syntetisk drivstoff krever mye energi og derfor bør forbeholdes situasjoner der man ikke kan bruke El direkte. Klimautvalget 2050 har også en mer realistisk tilnærming til utfordringene og tidsperspektivet for innføring av El-fly på lengre distanser enn det som tidligere har vært fremmet i Norge. Vi går derfor ikke nærmere inn på dette i vår høringsuttalelse.",28.02.2024
Lyntogforum,Jernbane er arealeffektiv og gir mindre inngrep,28.02.2024
Lyntogforum,"En dobbeltsporet jernbane har kapasitet som 12 – 16 felts motorvei, på omtrent bare halve bredden av en firefelts motorvei, som i tillegg har arealkrevende kryss og rundkjøringer, med av- og påkjøringsfelt. Høyere tunnelandel for banene, kan også gi miljømessige fordeler og tilpassinger. Ny høyhastighetsbane mellom Oslo og Trondheim er f.eks. planlagt i tunnel under reintrekk, naturreservat og landskapsvernområde ved Dovrefjell, der dagens vei og bane går i dagen, jf. illustrasjonen nedenfor.",28.02.2024
Lyntogforum,Jernbanens lave energiforbruk er stor fordel,28.02.2024
Lyntogforum,"Jo mer som skal over på elektrisk kraft, jo viktigere blir energieffektivisering. Det gjelder også innen samferdsel. Jernbane er det desidert mest energieffektive transportmiddelet. Den trafikken som DBI har beregnet overført fra de mer energikrevende transportformene fly, trailere og biler til høyhastighetsbanene Oslo – Bergen/Haugesund/Stavanger og Oslo – Trondheim/Ålesund vil kunne spare ca. 4 – 5 TWh innen samferdsel per år, et nasjonalt nett trolig rundt 10 TWh, jf. plansjen nedenfor",28.02.2024
Lyntogforum,"Transportetatenes rapport av 22.01.2023 til ny Nasjonal transportplan viser derimot at med elektrifisering, samt produksjon og bruk av alternative, utslippsfrie drivstoff, vil behovet for fornybar kraft innen samferdselssektoren øke fra 2 TWh i dag til mer enn 60 TWh i 2050 med beregnet trafikkvekst og dagens transportmiddelfordeling (s. 12 i NTP-rapporten), som også nevnt av Klimautvalget 2050 (s. 159) Det framstår som ganske urealistisk, men vil i så fall måtte medføre en massiv kraftutbygging. Alle inngrep, direkte og indirekte klimautslipp som kraftbehovet medfører, bør da inn i klima- og miljøregnskapet for de enkelte transportformene.",28.02.2024
Lyntogforum,"Jernbanens energieffektivitet styrker jernbanen ytterligere som viktig klima- og miljøtiltak innen tran­sport­sektoren. Høyhastighetstog er også mer energieffektive per passasjerkilometer enn konvensjonelle tog. jfr. plansjen nedenfor. Dette pga. blant annet mer aerodynamisk utforming, mer attraktivt tilbud med flere passasjerer, rettere baner med mindre opp- og nedbremsing og lavere stigninger med mer. Dette er altså annerledes enn for veitrafikk, der økt hastighet fra 80 – 90 km/t til 110 – 120 km/t øker energi­bruken for personbiler med fra 30 – 60 %, og mest for El-biler.",28.02.2024
Lyntogforum,Hva kan vi oppnå med dagens bane?,28.02.2024
Lyntogforum,Norsk jernbane har kun seks prosent nye dobbeltspor – 94 prosent er eldre infrastruktur med enkeltspor. Dessverre fremstår togtilbudet på langdistansestrekningene på jernbane som lite attraktivt[4]. Dette er trolig den viktigste grunnen til det høye tallet på flyreiser i Norge.,28.02.2024
Lyntogforum,"Den gjennomsnittlige nordmann reiser nesten 10 ganger mer innenriks med fly enn den gjennomsnittlige europeer. Det var 730 000 flyreisende Madrid–Sevilla og 940 000 flyreisende Paris–Lyon før de bygde høyhastighetsbane der. I 2019 (før covid) var det i Norge 4,7 millioner flyreisende Oslo–Bergen/Hauge­­­sund/Stavanger, 3,1 millioner Oslo–Trondheim/Ålesund/Molde, 1,5 millioner Oslo–København, 1,4 millioner Oslo–Stockholm og 4,7 millioner flyreisende innenlands til/fra/i Nord-Norge. Oslo–Trondheim og Oslo–Bergen er blant de ti mest trafikkerte flystrekningen i verden under 50 mil, som ikke krysser hav.",28.02.2024
Lyntogforum,"Dessuten er kapasiteten anstrengt eller sprengt på de fleste lengre strekningene[5]. Skal man ha vesentlig mer person- og godstrafikk over på bane, trengs det derfor dobbeltspor. Men man kan ikke bygge dobbelt­spor bare ved å legge et nytt spor like ved det gamle. En side av saken er at man da ville videreføre alle begrensingene til de gamle sporene, blant annet lav fart, krappe svinger, for sterke stigninger etter dagens krav til godstrafikk, dårlig undergrunn, ras- og flomfare m.m.",28.02.2024
Lyntogforum,"Rent teknisk ville det også vært problematisk, da det ville ødelegge underbyggingen til det gamle sporet. Det kreves også tilstrekkelig sikkerhetsavstand for arbeid i nærheten av de strømførende kontaktledningene. Ny linje måtte derfor bygges med langt større avstand mellom sporene enn ellers, noe som igjen ville gi større arealbruk. Alt som gjøres av såkalt «oppgradering» til dobbeltspor i InterCity-området er derfor nybygging, der man ikke gjenbruker en eneste meter av den gamle banen.",28.02.2024
Lyntogforum,"Og hvis man uansett må bygge nytt, bør man bygge så konkurransedyktig som mulig, av hensyn til både klima og miljø, marked og inntektspotensial/økonomi. Mest mulig overført trafikk, vil gi størst mulig klima-, miljø- og samfunnseffekt. En dobbeltsporet bane for 300 km/t har også praktisk talt den samme bredden som en dobbeltsporet bane for 160 km/t[6], og legger derfor heller ikke beslag på mer areal enn en bane for lavere fart. Baner for høy fart har jo større svingradius enn baner for lav fart, men konsekvensen er svært ofte at en velger mer tunnel og tilsvarende redusert arealbehov.",28.02.2024
Lyntogforum,Høyhastighetsbaner i flerbrukskonsept vil være i tråd med viktige føringer i Klimautvalget 2050,28.02.2024
Lyntogforum,Tanken om at «eksisterende infrastruktur utnyttes og vedlikeholdes fremfor utbygging av ny infra­struktur» (s 164 i Klimautvalget 2050) vil jf. forrige avsnitt ikke være særlig realistisk i Norge. Det ville i så fall bety milliardinvesteringer i en jernbane som verken vil ha kapasitet eller attraktivitet til å innta en sentral posisjon i lavutslippssamfunnet fra 2050 og utover. Det er verken kostnadseffektivt eller miljøvennlig.,28.02.2024
Lyntogforum,"Et nasjonalt høyhastighetsnett i flerbrukskonsept, med tilknytting videre til Sverige og resten av Europa, vil derimot kunne bli en viktig bærebjelke i et bærekraftig og livskraftig lavutslippssamfunn fra 2050 og fremover. Det vil også være i tråd med andre viktige føringer i Klimautvalget 2050.",28.02.2024
Lyntogforum,"Klimautvalget 2050 omtaler på s. 160 at «Videre må det legges til rette for at den transporten som skjer, har så lave utslipp og bruker så lite ressurser som mulig. Det innebærer å bruke ressurseffektive transportformer med så lave utslipp som mulig, som kollektivtransport, sykkel og gange.» (…) Slik blir transporten flyttet fra transportmidler som har høyere ressurs- og energiforbruk, som privatbil, til transportmidler med lavere ressurs- og energiforbruk, som sykkel eller kollektivtransport. Det har også lenge vært politiske målsettinger om å flytte en større andel av godstransport fra vei til sjø og bane for å redusere utslipp fra godstransport. Forutsetningen er selvsagt at de transportformene som trafikken skal flyttes til, må ha tilstrekkelig kapasitet og attraktivitet for dem som skal bruke disse. Og på s. 161: «Alle tiltak bør vurderes ut fra den samlete ressursbruken de legger opp til, og atferden de stimulerer til.»",28.02.2024
Lyntogforum,"Klimautvalget 2050 anbefaler videre på s. 165 at «transportsystemet utvikles samlet på tvers av ulike transportformer og regioner, og tar utgangspunkt i det transportsystemet man vil ha i fremtiden, ikke hva en videreføring av historiske trender vil tilsi.» (vår utheving). Videre understrekes det på s. 263 at «Retningen EU går i for å nå sine mål betyr mye for Norges veivalg mot 2050.» og på s. 274 at «En ambisiøs klimapolitikk i EU gir tydeligere retning også for norsk politikk.» Og EU går altså inn for en tredobling av trafikken på høyhastighetsbaner og dobling av godstrafikk på jernbane innen 2050.",28.02.2024
Lyntogforum,"Vi deler ellers disse synspunktene til Klimautvalget 2050 ang. nasjonal transportplan: «Tradisjonelt tar nasjonal transportplan utgangspunkt i fremskrivninger av dagens og historiske mobilitetsmønstre (….) For å bli et lavutslippssamfunn mener utvalget at utgangspunktet må være at mobiliteten i 2050 er uten utslipp og uten større arealbeslag enn i dag, samt med redusert etterspørsel etter ressurser. (…) det faglige underlaget må ta utgangspunkt i at transportsystemet skal bli utslippsfritt og ressurs- og energieffektivt, at transportformene må ses på tvers slik at transportsystemet som helhet er i tråd med et lavutslippssamfunn.» Vi mener at høyhastighetsbaner i et flerbrukskonsept for langdistanse-, regional- og godstrafikk bør få en sentral plass i vurderingene i en slik ny tilnærming til nasjonal transportplan.",28.02.2024
Lyntogforum,Flere høyhastighetsbaner kan realiseres innen 2050,28.02.2024
Lyntogforum,"DBI anslo for byggetiden for en høyhastighetsbane til 6 – 7 år, mens Jernbaneverket anslo 8 – 10 år. Med tanke på erfaringer fra annen jernbanebygging i Norge i dag, kan det høres optimistisk ut. Men muligheten er der. Madrid–Sevilla (47 mil) ble realisert på 6 år og sto ferdig i 1992. 30 år etter har Spania bygd nesten 400 mil høyhastighets jernbane. Et nasjonalt, norsk nett av høyhastighetsbaner, helt til Tromsø og til grensen i retning Stockholm og Gøteborg/Køben­havn/Europa, vil være på 320 mil.",28.02.2024
Lyntogforum,,28.02.2024
Lyntogforum,Oppsummering,28.02.2024
Lyntogforum,"Norsk klimadebatt har vært preget av kortsiktighet, med for lite fokus på langsiktige tiltak, som høyhastighetsbaner. Planene for transportløsninger for et lavutslippssamfunn i 2050 må legges nå. EU og IEA har ambisiøse mål for 2050, med tredobling av trafikken på høyhastighetstog og dobling av godstrafikk på bane. Dagens norske jernbane har 94 % enkeltspor med dårlig standard. Kapasiteten er på bristepunktet. Det er ikke plass til vesentlig mer person- og godstrafikk uten nye dobbeltspor. Disse bør bygges med høy konkurransekraft for mest mulig økonomisk og miljømessig effekt av investeringene.",28.02.2024
Lyntogforum,"Satsing på høyhastighetsbaner vil strukturere samferdsel positivt. Reduserte reise- og frakttider vil styr­ke næringslivet og bidra til et bærekraftig velferdssamfunn Jernbane er arealeffektiv og energief­fektiv, og gir høy kapasitet med mindre inngrep i naturen sammenlignet med veitrafikk. Overføring av trafikk fra særlig fly- og trailertrafikk til jernbane vil redusere klimautslipp betydelig. Utslipp under bygging kan kom­pen­seres på kort tid. Investeringskostnader for høyhastighetsbaner kan dekkes av billett- og frakt­inntekter. Det vil da være av de mest kostnadseffektive klimatiltakene. En ny og oppdatert beregning om dette ut­føres av spanske Sener, og blir ferdig i løpet av april 2023. Store deler av et nasjonalt nett av høyhastig­hetsbaner kan realiseres innen 2050. Spania har bygd nesten 400 mil på vel 30 år. Kan Spania, kan vel også vi!",28.02.2024
Lyntogforum,Med vennlig hilsen,28.02.2024
Lyntogforum,"Siri Blichfeldt Dyrand (Lyntogforum Telemark),",28.02.2024
Lyntogforum,"Henrik Halleland (Lyntogforum Rogaland),",28.02.2024
Lyntogforum,"Torgeir Næss (Lyntogforum Vestland),",28.02.2024
Lyntogforum,"Turid Humlen (Lyntogforum Møre og Romsdal),",28.02.2024
Lyntogforum,Magne Vorkinn (Lyntogforum Gudbrandsdalen/Mjøsa),28.02.2024
Lyntogforum,Sekretær: Thor W. Bjørlo,28.02.2024
Lyntogforum,"[1] Når lånene for høyhastighetsbanen Paris – Lyon ble nedbetalt etter 15 år, ga driften av banen et overskudd på ca. 4 mrd. kroner årlig.",28.02.2024
Lyntogforum,"[2] Jfr. bl.a. rapporten «Carbon Footprint of Railway Infrastructure» (2016), tabell 7 s. 24. Jf. denne, og andre rapporter, arbeides det også aktivt med å minimere klimautslipp under bygging ytterligere",28.02.2024
Lyntogforum,[3]https://arsrapport.banenor.no/2019/baerekraft/slik-skal-vi-bygge-jernbane-med-40-prosent-lavere-co2-utslipp,28.02.2024
Lyntogforum,"[4] Et talende eksempel på dette, og behovet for mer konkurransedyktige baner, er kommentaren «Hvem skal elske toget» av kommentator Leif Tore Lindø i Stavanger Aftenblad 09.02.2024.",28.02.2024
Lyntogforum,"[5] Jf. bl.a. NRK 16.07.2023: Fulle linjer: her er det ikke plass til flere tog eller RailTech ,20.06.2023: “No” to rail operators and traffic jams: Norway’s serious problem of capacity», med «The solution: more double track».",28.02.2024
Lyntogforum,"[6] Forskjellen vil være maks 40 cm økt avstand mellom sporene, men vil i praksis trolig bli mindre. Bane NOR opererer med 4,5 meter avstand mellom midten av sporene. Og for Arna - Stanghelle har de planlagt med 4,7 meter mellom sporene. 4,7 meter avstand mellom midten av sporene er det samme som man i Tyskland bruker på høyfartsbaner for 300 km/t.",28.02.2024
Martin Lund-Iversen,Utvalget sier at det bør vurderes om tidligfaseplanlegging som KVU/KS1 bør knyttes til plan- og bygningsloven (side 113 og 116).,02.11.2023
